Date,,Basantpur,Kelo,Kurubhata,Paramanpur,Sundargarh,Hirakud inflow ,rainfall,tavg
6/1/2000,6,48.58,0,0,0,1.978,39.6763,1.896727658,31.00812025
6/2/2000,6,50.28,0,0,0,2.966,0,1.223007722,32.67513291
6/3/2000,6,42.24,0,0,0,2.755,0,2.578513481,32.5231519
6/4/2000,6,44,0,2.854,0,2.6,0,1.107179747,31.62197468
6/5/2000,6,46.83,0,3.271,0,2.225,0,1.633354177,30.1929557
6/6/2000,6,43.32,0,3.081,0,9.546,0,7.449933101,29.13406962
6/7/2000,6,54.29,0,3.049,0,7.771,35.2867,18.11494595,27.37312342
6/8/2000,6,55.8,0,2.953,0,32.16,0,3.258360506,27.9815538
6/9/2000,6,128.7,0,3.005,0,60.35,0,1.435736203,28.55534494
6/10/2000,6,73.38,0,31.788,0,43.2,0,0.7442567089,28.9953481
6/11/2000,6,83,0,37,0,30,210.644,2.590447152,29.72157911
6/12/2000,6,78.97,0,35.51,0,26.61,160.263,4.517363987,30.18637658
6/13/2000,6,92.1,0,28.16,0,14.64,107.758,1.997236013,30.22384177
6/14/2000,6,91.54,0,19.48,0,12.8,152.333,5.307043291,30.08147785
6/15/2000,6,95,0,15,0,12,155.732,6.933156772,29.25870886
6/16/2000,6,91.99,4,50.71,0,50.53,325.822,14.98044684,29.14652532
6/17/2000,6,145,110,127.3,0,71.68,255.05,4.599387405,29.12767089
6/18/2000,6,119,10,60,0,95,315.541,16.1484588,27.69696203
6/19/2000,6,95.75,2,43.68,0,68.22,352.329,9.421392658,27.12677848
6/20/2000,6,101.7,1,56.74,0,102.1,240.012,8.283097089,27.23930063
6/21/2000,6,160.6,37.47,140,0,128.5,369.548,10.17185538,27.45561076
6/22/2000,6,293.5,30.55,84.65,0,175.7,350.375,8.39211519,27.04575949
6/23/2000,6,261.8,5.998,90.2,0,129.9,508.571,1.395204367,27.77641456
6/24/2000,6,214.7,5.307,63.77,0,85.03,635.812,0.225246962,29.20867405
6/25/2000,6,180,1.5,45,0,50,390.335,1.551237089,29.83671519
6/26/2000,6,144.8,1.277,32.13,0,58.36,466.714,2.754836646,29.87156646
6/27/2000,6,120.9,0.909,30.29,0,65.64,356.181,6.301211139,29.13718987
6/28/2000,6,118.8,23,34.2,0,124.98,131.745,12.85891766,28.44352532
6/29/2000,6,110.8,11.29,36.71,0,281.2,402.314,8.920344684,27.82578797
6/30/2000,6,147.1,5.71,34.06,0,145.5,445.275,3.926849051,28.01738291
7/1/2000,7,244.8,1.603,29.52,0,88.63,389.683,5.031834494,28.25867722
7/2/2000,7,235,1.55,29,0,50,310.812,1.532561962,29.23309177
7/3/2000,7,220.2,1.502,22,0,31,253.521,7.320383734,28.9556962
7/4/2000,7,228.2,5.814,29.06,0,23.61,278.102,1.901543797,28.82556013
7/5/2000,7,240.4,1.223,19.42,0,22.73,178.331,1.926646709,29.74384494
7/6/2000,7,244,0.966,12.91,0,14.71,157.318,0.7937277848,30.31388608
7/7/2000,7,221,1.046,11.64,0,12.37,181.276,1.679731835,29.64443987
7/8/2000,7,234.3,0.821,15.14,0,15.04,161.679,6.980613291,28.79377215
7/9/2000,7,240,65,29,0,35,173.828,12.67814671,28.23792405
7/10/2000,7,362.4,6.421,31.15,0,31.36,239.87,12.5470319,27.33931962
7/11/2000,7,325.6,5,37.87,0,34.41,194.502,13.70140753,27.14680063
7/12/2000,7,445.3,9,44.88,0,44.82,443.406,27.43896203,26.22835759
7/13/2000,7,578.3,5.821,52.02,0,69.74,492.938,12.84854278,26.29925949
7/14/2000,7,499.3,6.168,58.06,0,307.7,593.87,5.210321266,26.25187975
7/15/2000,7,494.8,5.385,67.59,0,178.8,679.085,4.684984367,26.65263608
7/16/2000,7,515,68,70,0,300,732.015,12.14524025,26.20172468
7/17/2000,7,676.2,77.91,120.22,0,235.9,1055.74,36.88719304,25.29839241
7/18/2000,7,605.9,56.4,100.9,0,800,1401.39,41.44338506,24.71136709
7/19/2000,7,705.6,77.91,714.4,0,2000.3,2952.78,24.91020513,25.03675
7/20/2000,7,5015,35,450.8,0,1500.8,2663.24,13.51677544,25.3673481
7/21/2000,7,5134,22.83,228.6,0,347.9,4876.62,1.945733544,26.31381013
7/22/2000,7,3394,15.88,123.2,0,250.2,5305.27,0.8359641772,26.7240981
7/23/2000,7,1900,7.44,91.23,0,175,4130.73,2.042161329,27.07926899
7/24/2000,7,1125,5.911,60.97,0,109.5,2351.75,4.099908671,26.46045253
7/25/2000,7,738.7,7.031,49.66,0,116.02,961.294,9.275825823,26.2470538
7/26/2000,7,587.6,25,60.84,0,451.96,537.57,19.50885886,25.92326899
7/27/2000,7,1409,28,140,0,1000.8,949.088,13.11162778,25.31323734
7/28/2000,7,926.2,30,150,0,321.8,1449.53,9.133350633,25.74278481
7/29/2000,7,1046,11.88,104.91,0,450.4,1792.43,2.651492089,26.85214873
7/30/2000,7,1040,8,200,0,430,1513.82,4.020517152,27.3059462
7/31/2000,7,804,23,124.3,0,435.2,1593.76,4.608621013,27.60333544
8/1/2000,8,636.4,17,125.4,0,350.7,1400.88,5.839735633,27.89756329
8/2/2000,8,500,11.54,119.8,0,243.6,1223.54,1.35626462,27.89302215
8/3/2000,8,430,7.5,70.53,0,207.9,918.276,0.3593463291,28.18428481
8/4/2000,8,382.8,6,69.61,0,140.2,749.659,0.1068770886,28.60036392
8/5/2000,8,350.5,2.5,65.02,0,100.47,571.073,1.10482481,28.67382911
8/6/2000,8,330,1.5,45,0,72,307.414,0.7970982911,28.4570443
8/7/2000,8,305.8,1.5,34.45,0,69.63,298.634,1.045443481,28.34006329
8/8/2000,8,329.3,2,36.21,0,60.77,331.514,11.77026171,27.89382911
8/9/2000,8,362.7,40.2,86.98,0,80.5,677.811,10.85994222,27.79536076
8/10/2000,8,400,35.56,75.39,0,213.4,650.624,9.148477025,27.44361392
8/11/2000,8,365.7,28,68.41,0,189.4,870.387,6.890037152,27.35631962
8/12/2000,8,360.6,16,57.91,0,120.16,772.371,2.361260886,26.76951899
8/13/2000,8,400,18,56,0,76,525.591,4.305051899,26.88220886
8/14/2000,8,410,23.5,73.84,0,100.59,504.889,8.072647848,26.93012658
8/15/2000,8,690,70,120,0,77.5,745.099,15.78558291,26.63223418
8/16/2000,8,1150,75,400.8,0,341.6,989.784,10.96175544,26.14023734
8/17/2000,8,929.2,45,169.9,0,298.4,1945.41,7.751626709,26.77001582
8/18/2000,8,690,125.8,162.4,0,220.37,2973.94,19.35040032,26.06354114
8/19/2000,8,1743,90,156.9,0,160.7,3606.92,14.66786209,26.13063924
8/20/2000,8,1278,51.2,115,0,220,3360.42,4.90576019,26.37749051
8/21/2000,8,730.9,32,90.71,0,148.8,2649.96,3.407442468,26.83242405
8/22/2000,8,606.7,18,94.89,0,138.8,1422.99,5.082153734,27.39374684
8/23/2000,8,590.4,15,82.9,0,107.5,1011.87,1.593391899,27.92596203
8/24/2000,8,587.3,11.54,63.24,0,67.39,920.542,0.423698481,28.03522785
8/25/2000,8,604.5,9.5,51.89,0,52.84,662.801,0.7060737975,28.34881013
8/26/2000,8,424.3,7,42.5,0,51.28,784.974,1.001004937,28.0516519
8/27/2000,8,390,6.5,40,0,48,518.596,4.029230633,28.21077215
8/28/2000,8,362.9,6,37.07,0,43.7,722.132,5.874611519,27.75611076
8/29/2000,8,360,15,38.15,0,41.76,572.149,21.85376234,27.44642405
8/30/2000,8,464.9,13,63.26,0,30.11,482.261,13.08923797,26.54188291
8/31/2000,8,636.4,16,62.25,0,200,956.027,9.680013734,26.06819937
9/1/2000,9,1400,15,67.36,0,139.8,1049.91,11.12753,26.31307595
9/2/2000,9,1548,11,60.47,0,135.2,1945.56,14.31951032,26.13883228
9/3/2000,9,1200,50,800,0,1950,1937.65,14.77210557,25.74984177
9/4/2000,9,970.9,109.6,730,0,500.7,2705.41,8.553633481,25.93914557
9/5/2000,9,1050,48,300.4,0,356.5,2832.25,2.348508165,26.22378481
9/6/2000,9,900,30,205.8,0,310.6,1834.48,1.787291646,26.24381013
9/7/2000,9,730.2,21.86,106,0,320.3,1477.17,2.451651646,25.95976582
9/8/2000,9,730.2,28,122.4,0,248.3,1307.73,8.358583797,26.20922152
9/9/2000,9,1047,115.1,423.2,0,473.8,1164.01,9.404708481,26.00754747
9/10/2000,9,980,50,250,0,330.3,2027.97,3.901618861,26.83131329
9/11/2000,9,757.6,35,124.8,0,213.9,1920.66,0.1226300633,26.78471835
9/12/2000,9,531.6,25,85.35,0,162,1223.25,0,27.04759177
9/13/2000,9,501.4,12,70.93,0,139.1,936.911,0.00545,27.51643354
9/14/2000,9,504,8,66.67,0,121.8,663.424,3.231339051,27.61589557
9/15/2000,9,437.1,7,56.1,0,109.1,466.374,9.729552025,27.55016772
9/16/2000,9,439.4,9,57.33,0,114,643.289,5.179696266,27.17917089
9/17/2000,9,395,18,56,0,115,662.461,6.885686582,27.5895538
9/18/2000,9,456.5,41,67.59,0,142.3,579.427,4.915335506,27.52618354
9/19/2000,9,436.2,35.44,59.37,0,295.2,1185.82,10.13437861,26.99890506
9/20/2000,9,444.6,40,57.96,0,260.8,1506.54,2.773301835,27.58788608
9/21/2000,9,420.2,28.03,51.68,0,162.6,708.028,1.279700316,27.2023481
9/22/2000,9,388.8,15,49.09,0,128.1,868.404,4.240888291,27.17116139
9/23/2000,9,366.6,23,48.78,0,144.5,755.436,6.493707152,27.27399367
9/24/2000,9,337,37.53,67,0,155,727.937,7.195646899,26.71826582
9/25/2000,9,362.6,25,54.86,0,207.2,899.896,2.66508981,26.72232595
9/26/2000,9,368,23.75,53.21,0,171.2,700.637,0.9777789873,27.11198418
9/27/2000,9,353.4,14,43.84,0,133.4,664.019,0.6002624684,27.54066456
9/28/2000,9,347.1,10,35.91,0,107.5,463.655,0.298561519,27.82261709
9/29/2000,9,400.9,20,33.51,0,111.9,449.467,2.533440633,27.39776899
9/30/2000,9,328.8,10,32.13,0,104.7,393.563,0.02047025316,27.20524367
6/1/2001,6,30.158,0,0,0,0.275,0,2.422486329,31.74936709
6/2/2001,6,31.1,0,0,0,0.317,0,4.040616519,31.84726266
6/3/2001,6,35,0,0,0,0.45,0,10.93053494,30.60435759
6/4/2001,6,44.088,0,0,0,0.837,0,9.437958291,29.84382595
6/5/2001,6,40,0,0,0,0.357,0,13.14204101,28.65316772
6/6/2001,6,33.71,0,0,0,15.441,0,4.204069051,29.17086392
6/7/2001,6,33.86,0,0,0,24.459,50.7778,1.658206646,30.49862658
6/8/2001,6,32.2,0,0,0,20.041,14.4715,2.860272342,30.05142405
6/9/2001,6,35.76,0,0,0,21.683,0,4.986203481,29.53007278
6/10/2001,6,30,0,0,0,15.44,63.8899,3.958194241,29.03787025
6/11/2001,6,25.525,0,11.019,0,6.862,65.7874,4.264226392,29.68443671
6/12/2001,6,38.149,0,10.264,0,19.093,64.1165,7.135816203,29.53404747
6/13/2001,6,28.712,0,7.841,0,21.276,10.62,43.21152475,28.57988291
6/14/2001,6,30.954,0,5.783,0,21.039,112.43,37.43656709,27.68999051
6/15/2001,6,3900,4.2,14.192,0,13.001,0,11.42901918,25.61836392
6/16/2001,6,2506,4.2,26.73,0,14.835,512.479,9.191412152,24.83974051
6/17/2001,6,2200,4.1,26.9,0,17,2753.33,4.196679937,25.66555063
6/18/2001,6,1900,3.95,40.256,0,33.107,2390.6,1.82299462,27.26741772
6/19/2001,6,1067,3.5,40.851,0,32.275,1601.81,3.321593291,27.35099367
6/20/2001,6,691.18,3.4,9.593,0,24.312,1447.18,13.56790177,26.87386709
6/21/2001,6,455.2,4.95,44.616,0,19.184,937.788,4.001741962,27.87069304
6/22/2001,6,415.12,5.07,20.26,0,23.913,553.911,6.99740481,28.51899684
6/23/2001,6,417.17,4,40,0,15.23,463.145,8.154839177,27.89904114
6/24/2001,6,490,18,150,0,25.31,1004.96,22.05685494,27.0849557
6/25/2001,6,501.038,80,134.09,0,37,1368.51,10.40785741,27.23247468
6/26/2001,6,411.763,11.83,60.629,0,97.876,1276.89,5.866474494,27.24883228
6/27/2001,6,418.26,8.88,42.469,0,65.238,750.792,21.98035127,26.75062025
6/28/2001,6,577.879,15,225.115,0,83.711,724.227,13.73478424,27.15481962
6/29/2001,6,648.164,25,98.32,0,165.08,842.888,20.41613133,26.87093671
6/30/2001,6,852.388,200,300.781,0,837.706,1771.36,73.26085696,26.4333481
7/1/2001,7,2250,94.03,690,290,800,6019.87,16.33611158,25.70984494
7/2/2001,7,1353.26,47.44,335.966,116,319.41,4089.49,3.096512658,26.89412342
7/3/2001,7,1145.23,11.29,125.977,50,190.722,2641.41,3.297184367,27.40120253
7/4/2001,7,676.221,13.7,82.989,800,160.747,1920.27,23.68121184,27.47688608
7/5/2001,7,646.76,200,85.415,750,729.504,5244.24,29.9861212,28.00061709
7/6/2001,7,709.075,49.86,51.859,145.11,310.56,3201.69,21.99950684,27.83091139
7/7/2001,7,1057.81,14.61,50.631,115.056,143.801,1647.57,15.37433987,27.52898418
7/8/2001,7,1300,14,52,112,108,1753.21,21.57126759,27.59929747
7/9/2001,7,4300,40.24,80.704,850,108.71,2828.43,39.32559772,26.99122152
7/10/2001,7,15685,45.54,62.653,202.4,201.221,7774.26,18.51354367,26.20925316
7/11/2001,7,10000,53.93,340.765,265.27,535.442,14198.8,24.92433734,25.8068481
7/12/2001,7,4800,130,1665.52,1400,1200.45,10756.1,50.10741582,24.66993671
7/13/2001,7,5900,151.6,1800.2,328.721,1600.95,9756.52,25.03203924,24.70281962
7/14/2001,7,5200,190,1100.55,346.772,696.489,9847.83,18.18394861,24.94072468
7/15/2001,7,6000,170,880,550,700,8114.64,14.43380418,25.26774684
7/16/2001,7,5500,143.9,560.684,1400,506.264,10426.8,22.00129209,25.49647785
7/17/2001,7,4600,550,1400.48,10000,800.691,13027.7,64.48977405,24.93512658
7/18/2001,7,8000,350,839.709,7000,1500.36,23957.9,28.44025696,25.00194937
7/19/2001,7,6600,140.2,466.681,1200,1000.03,18489.6,17.38612063,25.62528481
7/20/2001,7,5000,110,760.262,500,600,10813.9,13.08294171,26.20793671
7/21/2001,7,3329.4,115,781.704,402.455,1999,8442.62,24.06413152,26.49840506
7/22/2001,7,3800,155.5,1500,1000,3200,7657.08,24.92271608,26.08464873
7/23/2001,7,3850,230,1376.3,237.663,1700,10802.1,22.84890234,25.86566139
7/24/2001,7,4000,90,1978.26,248.382,1400.3,8490.79,14.17779076,26.42706329
7/25/2001,7,4400,270,906.932,184.792,899.732,6942.05,12.57475114,27.01999367
7/26/2001,7,4600,132.7,813.377,155.644,748.575,6916.82,7.41331481,27.3545443
7/27/2001,7,5500,80.18,821.794,100.958,831.058,6605.27,10.25324342,27.21502215
7/28/2001,7,5000,62.09,976.352,88.881,825.398,6964.68,12.6137693,27.22861709
7/29/2001,7,5000,45.54,558,65,580,6878.96,6.609406139,27.85477848
7/30/2001,7,4300,54.12,405.623,57.97,687.529,5646.19,8.454466392,27.46775633
7/31/2001,7,3500,48.27,410.871,41.012,745.425,5488.56,4.978645063,28.05216772
8/1/2001,8,2925.04,40.44,367.4,97,350.108,4755.21,5.172592405,28.28450949
8/2/2001,8,1200,72.83,322.115,200,375,3579,8.771292785,27.78831962
8/3/2001,8,1860.32,78.32,300.909,220,300.629,2499.01,13.93087646,27.21741139
8/4/2001,8,1908.67,92.58,367.45,175,300.293,2252.29,11.11089259,27.10954747
8/5/2001,8,2000,80,290,120,350,2249.09,9.855234177,27.38038608
8/6/2001,8,1608.96,70.27,193.534,94,220.623,2127.85,6.729347785,27.56179114
8/7/2001,8,2463.87,35.15,169.395,82.441,163.715,2047.71,6.468260823,28.0692057
8/8/2001,8,2326.57,13.62,121.012,73.273,150.853,2310.88,4.562392785,28.5633038
8/9/2001,8,1567.25,11.61,109.456,70.144,127.996,2194.52,12.98889234,28.53392722
8/10/2001,8,2056.07,49.34,190.279,93.062,225.258,1991.43,12.46108658,27.69030696
8/11/2001,8,2015.92,33.94,135.537,81.124,250.906,2285.14,12.86960975,27.43013291
8/12/2001,8,2600,14,240,85,225,2503.29,4.287765127,27.65561076
8/13/2001,8,2578.86,38.19,348.436,78.806,200.77,2803.45,3.071894114,27.09269937
8/14/2001,8,2395.15,44.86,362.718,69.104,223.285,3032.45,34.45353152,26.59561392
8/15/2001,8,2400,33,420,280,920,3198.35,12.7344688,26.50848101
8/16/2001,8,5500.47,34.36,285.671,155,809.337,3538.73,5.157639114,26.81655696
8/17/2001,8,3877.25,13.21,549.339,105,325.039,5641.91,3.623716266,27.11812342
8/18/2001,8,2735.57,36.59,650.633,145,500.668,4903.95,10.04681285,26.53474684
8/19/2001,8,2200,15,360.704,550,400,4024.95,24.15342532,26.13995886
8/20/2001,8,2065.49,280,1033.05,400,500.753,4098.53,37.99079734,25.77333544
8/21/2001,8,5979,118.8,704.87,690.081,784.375,4696.28,25.78998411,26.18085759
8/22/2001,8,12573,220,560,494.314,650.1,7976.3,15.24121203,26.68530696
8/23/2001,8,8000,160,450.136,389.098,375.113,12389.1,5.945803544,27.20374684
8/24/2001,8,6160,134.6,602.746,327.339,450,9638.8,23.72402949,26.90505063
8/25/2001,8,6464.2,210,550.948,625,550.579,7904.45,10.04110335,26.95560759
8/26/2001,8,6190,85,500,380,475,7904.4,5.463372848,27.83758228
8/27/2001,8,4917.54,123,211.776,251.599,275.483,7083.91,9.69871,27.66481013
8/28/2001,8,3411.7,129.2,141.746,232.33,221.311,5712.74,6.275923861,27.40796203
8/29/2001,8,2438.5,79.54,175.942,287.747,178.178,4114.39,2.90520962,27.49883228
8/30/2001,8,1904.6,33.3,100.249,590,159.455,3124.97,6.16826019,27.24972785
8/31/2001,8,1717,35.41,147.17,1800,187.354,2886.49,17.19567684,26.47417722
9/1/2001,9,1350,40.45,419.078,531.848,308.061,3780.66,13.11157392,26.61457911
9/2/2001,9,1300,155,350,525.5,400,3171.02,6.902784873,26.56722785
9/3/2001,9,1346.42,126.9,300.42,159.798,466.029,2433.96,4.252114684,27.32302848
9/4/2001,9,1425.67,95,325.974,215.358,370.7,2104.8,2.046316772,27.84586392
9/5/2001,9,1294.03,45.68,125,235.449,254.963,2042.33,4.889970949,27.81987025
9/6/2001,9,1209.92,88,250.17,250,309.441,1823.5,2.015701203,27.76358228
9/7/2001,9,1389.62,48.7,200.26,330,261.352,1848.39,2.751489051,27.59689557
9/8/2001,9,1334.14,32.02,163.965,225.518,212.155,1985.29,0.5902686076,28.07942722
9/9/2001,9,1200,25,130,162.5,162,1575.72,0.7116203797,28.70500316
9/10/2001,9,1050,13,110.652,161.076,117.503,1315.15,1.433683228,28.57392722
9/11/2001,9,900,12.11,107.366,152.292,116.525,1195.61,4.682713038,28.37173101
9/12/2001,9,880,11.24,91.421,122.993,84.332,1117.56,1.605508734,28.05039873
9/13/2001,9,810,26.76,95.249,124.89,85.1,950.391,2.445666582,27.88040823
9/14/2001,9,711.002,28.99,83.07,120.981,147.839,1005.47,3.092693608,28.00009494
9/15/2001,9,738.521,18.84,82.828,105.503,100.117,949.683,0.9491850633,28.28649051
9/16/2001,9,800,11.61,80,104.2,130,947.502,0.6978070886,28.27152215
9/17/2001,9,715.797,60.85,79.053,89.43,93.141,1063.16,8.059705823,27.83781329
9/18/2001,9,713.09,26.88,112.249,95.885,144.561,929.972,0.6003872785,28.07375949
9/19/2001,9,679.9,10.73,88.837,80.335,75.801,900.661,1.427542278,27.93027848
9/20/2001,9,696.5,8.367,70.975,72.662,58.453,795.905,0.006266329114,28.24910759
9/21/2001,9,685.454,11.76,67.084,58.369,61.964,769.001,0.4480374051,28.28731013
9/22/2001,9,622.857,12.08,54.231,50.123,48.453,809.867,0.3166077848,28.51937658
9/23/2001,9,540,11,52,47.5,44,704.092,0.8608247468,28.40653165
9/24/2001,9,546.129,10.01,50.501,46.585,39.081,642.184,0.5171003165,28.45694937
9/25/2001,9,493.337,7.913,43.538,45.796,34.368,507.155,2.253152025,28.59326582
9/26/2001,9,439.649,9.643,45.076,51.259,47.208,539.836,6.94479443,28.3940981
9/27/2001,9,421.754,13.2,41.332,52.334,53.431,589.424,1.141607089,28.16226266
9/28/2001,9,454.391,9.199,40.657,44.632,57.859,568.637,2.409933038,28.18789557
9/29/2001,9,506.655,9.092,70.132,35.612,73.931,526.157,3.439493608,28.18227848
9/30/2001,9,550,8.88,63.51,34.8,48.4,511.657,4.01585943,27.53143671
6/1/2002,6,96.772,0,0,0,2.913,8.7792,1.122956139,31.01158228
6/2/2002,6,100,0,0,0,2.45,36.1363,1.722841899,32.24077532
6/3/2002,6,107.577,0,0,0,3.225,17.5867,3.911848165,31.91874684
6/4/2002,6,185.451,0,0,0,2.738,0,1.248499114,32.89728165
6/5/2002,6,160.522,0,0,0,2.416,2.37888,1.65086057,32.42133861
6/6/2002,6,186.889,0,0,0,2.535,83.1758,3.193641013,30.61043038
6/7/2002,6,179.718,0,0,0,1.481,0,1.418698038,31.75685443
6/8/2002,6,143.724,0,0,0,1.451,72.7258,1.695059304,32.1912057
6/9/2002,6,130,0,0,0,1.2,53.2982,0.6446960127,33.00937658
6/10/2002,6,115.216,0,0,0,1.432,43.5278,3.534213101,31.70057595
6/11/2002,6,125.985,0,0,0,1.563,80.004,10.81354392,30.03053481
6/12/2002,6,103.344,5,0,0,2.798,20.3621,12.70797456,30.58192722
6/13/2002,6,141.854,5,0,0,33.08,86.1494,7.71291462,30.67936076
6/14/2002,6,173.749,10,0,0,32.07,0,3.160194051,32.11750633
6/15/2002,6,134.652,3,0,15,14.98,0,1.704186835,31.33867722
6/16/2002,6,130,2.5,0,18,12,0,0.3918318987,32.3843481
6/17/2002,6,156.87,3,3.735,75,16.05,333.355,20.35951222,30.73854114
6/18/2002,6,111.552,5.5,7.944,57.907,90.9,56.9232,2.285497468,30.96643987
6/19/2002,6,172.045,19,8.816,34.225,66.19,132.566,4.10096038,30.46930696
6/20/2002,6,140.334,20,9.48,24,49.66,407.865,1.673431709,29.75956962
6/21/2002,6,111.146,20,110.2,25,75.71,115.121,12.1271962,28.90328797
6/22/2002,6,129.133,7.363,64.19,23,51.35,177.283,6.224055633,28.88528165
6/23/2002,6,200,11,32,27,39.7,284.729,13.48669234,27.82443038
6/24/2002,6,269.798,53.159,96.89,52.577,63.77,388.55,48.17487405,27.47194304
6/25/2002,6,628.841,7.928,207.4,55,300.8,383.793,10.51088873,25.66954114
6/26/2002,6,1100,6.5,153.9,33.243,200.6,609.22,5.921345823,25.67693354
6/27/2002,6,1300,6.002,108.6,37.237,160.4,1233.28,1.64223557,25.99140823
6/28/2002,6,800,6.255,96.14,26.575,104.6,1890.28,3.091180823,27.08125316
6/29/2002,6,491.224,4.5,67.11,23.222,80.15,1537.95,3.790074114,28.30952215
6/30/2002,6,400,3.3,47,22,70,939.969,1.374397025,29.5899462
7/1/2002,7,396.423,2.873,28.87,21.926,42.83,562.152,3.917327595,28.58965823
7/2/2002,7,362.238,55,43.93,28.961,34.57,496.818,9.092780759,27.15731962
7/3/2002,7,387.51,40.47,57.11,31,178.7,461.276,6.874561329,27.08827532
7/4/2002,7,372.193,13,70.5,27,171.2,409.196,2.445336329,27.89342722
7/5/2002,7,404.558,5.996,44.01,28,140.3,419.476,2.313381266,28.25257278
7/6/2002,7,372.084,8.502,36.65,25,70,539.298,1.354176835,28.05979747
7/7/2002,7,285,6,31,26,75,375.297,3.075346772,29.50050949
7/8/2002,7,375.9,2.631,45.37,25,49.3,386.37,0.89826,29.85702215
7/9/2002,7,395.746,1.278,27.99,24,39.91,282.265,1.147235633,29.59816139
7/10/2002,7,385.716,0.699,21.34,24,31.36,354.227,1.785390696,30.1542943
7/11/2002,7,348.496,0.655,18.44,23,22.96,377.987,1.18944962,30.30266139
7/12/2002,7,365.802,0.65,13,22,20,305.658,0.6173185443,30.73112342
7/13/2002,7,358.443,0.667,11.94,21,12.7,212.768,3.181408924,30.38700633
7/14/2002,7,330,0.67,10,20,10,215.09,3.918822595,31.06899367
7/15/2002,7,260,4.611,9.514,29,21.9,357.597,14.75790563,29.1973038
7/16/2002,7,360,83.943,57.75,28,31.3,8.60928,13.53007089,28.57720886
7/17/2002,7,242.285,35.883,43.62,275,63.35,472.491,17.67113715,27.87688924
7/18/2002,7,182.557,127.638,140.17,82.502,130.7,1266.16,9.414917722,27.90310759
7/19/2002,7,219.875,40.019,140,50,80,1145.66,12.47023215,27.55587658
7/20/2002,7,172.954,27.021,103.4,50,60,688.771,15.26374405,27.70003165
7/21/2002,7,150,75,142,60,88,518.681,12.06691329,26.26663924
7/22/2002,7,204.54,56.77,251.9,117.101,131.7,582.514,6.094517911,25.61256646
7/23/2002,7,244.942,44.982,210.6,76.347,100.4,693.67,0.6238094304,27.37715823
7/24/2002,7,270,18,110.2,55,65.73,728.617,0.3205946203,28.59644304
7/25/2002,7,229.207,9,39.1,38,45.77,453.262,1.429902785,29.25656013
7/26/2002,7,211.556,5.211,36.9,35,37.97,359.551,1.384640506,29.22522152
7/27/2002,7,195.543,2.508,29.35,34,29.61,224.521,1.685658608,29.23037025
7/28/2002,7,160,3,28,33,20,201.837,2.047492468,29.78015506
7/29/2002,7,137.48,1.8,22.78,31.473,12.69,106.483,1.187336835,29.89615823
7/30/2002,7,139.863,1.6,37.04,31.785,16.29,61.1712,1.413642089,29.57029747
7/31/2002,7,128.197,2,37.04,34,14.95,114.158,11.67321715,28.94506962
8/1/2002,8,135.211,6.643,30.38,32.733,17.66,122.909,8.879930696,28.51603797
8/2/2002,8,200,9.466,37.69,35.877,49.8,173.517,5.762699304,28.48345886
8/3/2002,8,139.618,11.289,48.05,34.591,38.56,56.64,6.205476456,28.45826266
8/4/2002,8,155,75,80,110,38,370.567,13.84951006,27.40412342
8/5/2002,8,302.558,63.558,145.7,152.544,197.4,564.871,7.035336456,27.38303165
8/6/2002,8,262.174,32.629,135.8,193.196,128.3,962.738,10.97292424,26.74862658
8/7/2002,8,188.281,14.054,80.87,89.535,111.5,1004.54,8.073864747,27.27627215
8/8/2002,8,285.472,9.915,71.75,122.26,75.05,749.942,6.534753101,27.55451582
8/9/2002,8,267.207,10.231,27.95,110.54,70,718.818,12.63171595,27.08374684
8/10/2002,8,422.071,33.629,38.21,200.091,171.6,530.377,30.87069684,26.79462658
8/11/2002,8,800,49,148,270,560,1148.69,16.24175595,26.78613924
8/12/2002,8,659.433,68.72,336.4,285.217,388.7,2271.26,11.05250392,26.09063924
8/13/2002,8,508.656,275,1000,340,699.9,2763.15,25.07336266,25.09176582
8/14/2002,8,509.589,185,616.8,450,450.7,3623.26,11.58479766,25.29446519
8/15/2002,8,410,100,410,340,700,2978.19,9.467881203,24.90547785
8/16/2002,8,438.512,66.509,326.4,203.577,375.4,2627.84,21.11722253,25.09043987
8/17/2002,8,921.594,51.825,141.4,182.933,324.7,1705.43,27.3712907,24.75360759
8/18/2002,8,1900,38.5,327,135,400,1489.26,6.33905962,24.89497152
8/19/2002,8,2441.79,33.974,196.3,125.183,273.2,2201.82,3.992011329,25.44821835
8/20/2002,8,1934.77,33.079,142.9,111.192,246.2,2965.19,2.600364304,25.17950949
8/21/2002,8,1121.48,29.421,121.8,95,186.6,2343.99,8.346459241,26.03249051
8/22/2002,8,1071.65,91.324,113.9,84.881,142.2,1566.41,16.84436152,25.76062342
8/23/2002,8,1092.63,65.113,141.9,78.095,166.8,1540.78,23.8923319,26.19938924
8/24/2002,8,813.849,44.688,133.7,75.319,138.1,1617.58,12.8330157,26.52537975
8/25/2002,8,2300,40,123,73,130,1375.64,2.453022215,26.25359494
8/26/2002,8,1939.78,33.176,69.31,68.689,142.7,2412.3,0.6230205063,27.05231962
8/27/2002,8,1374.72,12.793,50.96,52.01,116,2353.39,4.604424114,27.77681013
8/28/2002,8,927.566,95.423,107.2,50.215,120.9,2028.56,13.60803823,26.80858861
